Disk Folder Name,Disk Relative Path,Size (MB),Reconciliation Status,Match Tier,Canonical Title,Canonical Author,Canonical ASIN,Canonical Series
"Winter's Heart - Wheel of Time, Book 9 [B004NQKRVE]","Robert Jordan\The Wheel of Time #9\Winter's Heart - Wheel of Time, Book 9 [B004NQKRVE]",528.56,VERIFIED_CANONICAL,Tier 1: ASIN Match,Winter's Heart,Robert Jordan,B004NQKRVE,The Wheel of Time #9
New Spring - The Wheel of Time Prequel [B002UUFOSG],Robert Jordan\The Wheel of Time #0\New Spring - The Wheel of Time Prequel [B002UUFOSG],347.51,VERIFIED_CANONICAL,Tier 1: ASIN Match,New Spring,Robert Jordan,B002UUFOSG,The Wheel of Time #0
Job - A Comedy of Justice [B002V8MMX2],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Job - A Comedy of Justice [B002V8MMX2],324.44,VERIFIED_CANONICAL,Tier 1: ASIN Match,Job,Robert A. Heinlein,B002V8MMX2,Robert Heinlein Audiobook collection @ fenopy.com (2)
Citizen of the Galaxy [B00H4ERQCU],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Citizen of the Galaxy [B00H4ERQCU],495.91,VERIFIED_CANONICAL,Tier 1: ASIN Match,Citizen of the Galaxy,Robert A. Heinlein,B00H4ERQCU,Robert Heinlein Audiobook collection @ fenopy.com (2)
Double Star [109417940X],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Double Star [109417940X],87.25,VERIFIED_CANONICAL,Tier 1: ASIN Match,Double Star,Robert A. Heinlein,109417940X,Robert Heinlein Audiobook collection @ fenopy.com (2)
Friday [B002V0KEJY],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Friday [B002V0KEJY],424.58,VERIFIED_CANONICAL,Tier 1: ASIN Match,Friday,Robert A. Heinlein,B002V0KEJY,Robert Heinlein Audiobook collection @ fenopy.com (2)
Glory Road [B0085WERC2],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Glory Road [B0085WERC2],475.58,VERIFIED_CANONICAL,Tier 1: ASIN Match,Glory Road,Robert A. Heinlein,B0085WERC2,Robert Heinlein Audiobook collection @ fenopy.com (2)
I Will Fear No Evil [B004VGIVH8],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\I Will Fear No Evil [B004VGIVH8],475.1,VERIFIED_CANONICAL,Tier 1: ASIN Match,I Will Fear No Evil,Robert A. Heinlein,B004VGIVH8,Robert Heinlein Audiobook collection @ fenopy.com (2)
Methuselah's Children [B008MASVH4],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Methuselah's Children [B008MASVH4],130.11,VERIFIED_CANONICAL,Tier 1: ASIN Match,Methuselah's Children,Robert A. Heinlein,B008MASVH4,Robert Heinlein Audiobook collection @ fenopy.com (2)
Podkayne of Mars [B002V59V02],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Podkayne of Mars [B002V59V02],168.85,VERIFIED_CANONICAL,Tier 1: ASIN Match,Podkayne of Mars,Robert A. Heinlein,B002V59V02,Robert Heinlein Audiobook collection @ fenopy.com (2)
Revolt in 2100 [B002V8MOIA],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Revolt in 2100 [B002V8MOIA],217.41,VERIFIED_CANONICAL,Tier 1: ASIN Match,Revolt in 2100,Robert A. Heinlein,B002V8MOIA,Robert Heinlein Audiobook collection @ fenopy.com (2)
Rocket Ship Galileo [B002V5H8CU],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Rocket Ship Galileo [B002V5H8CU],312.31,VERIFIED_CANONICAL,Tier 1: ASIN Match,Rocket Ship Galileo,Robert A. Heinlein,B002V5H8CU,Robert Heinlein Audiobook collection @ fenopy.com (2)
Starman Jones - Encoded with Ashampoo AudioCD MP3 Studio 3. [B002UZQYN0],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Starman Jones - Encoded with Ashampoo AudioCD MP3 Studio 3. [B002UZQYN0],215.34,VERIFIED_CANONICAL,Tier 1: ASIN Match,Starman Jones,Robert A. Heinlein,B002UZQYN0,Robert Heinlein Audiobook collection @ fenopy.com (2)
The Door into Summer [B002V5A4BM],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\The Door into Summer [B002V5A4BM],374.23,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Door into Summer,Robert A. Heinlein,B002V5A4BM,Robert Heinlein Audiobook collection @ fenopy.com (2)
The Moon Is a Harsh Mistress [B002VA35NG],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\The Moon Is a Harsh Mistress [B002VA35NG],488.23,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Moon Is a Harsh Mistress,Robert A. Heinlein,B002VA35NG,Robert Heinlein Audiobook collection @ fenopy.com (2)
Time for the Stars [B004KO95MQ],Robert A. Heinlein\Robert Heinlein Audiobook collection @ fenopy.com (2)\Time for the Stars [B004KO95MQ],166.26,VERIFIED_CANONICAL,Tier 1: ASIN Match,Time for the Stars,Robert A. Heinlein,B004KO95MQ,Robert Heinlein Audiobook collection @ fenopy.com (2)
"The Star Beast - Heinlein's Juveniles, Book 8 [B018641NW0]","Robert A. Heinlein\Heinlein's Juveniles #8\The Star Beast - Heinlein's Juveniles, Book 8 [B018641NW0]",226.45,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Star Beast,Robert A. Heinlein,B018641NW0,Heinlein's Juveniles #8
"Tunnel in the Sky - Heinlein's Juveniles, Book 9 [B0FBH1MKD1]","Robert A. Heinlein\Heinlein's Juveniles #9\Tunnel in the Sky - Heinlein's Juveniles, Book 9 [B0FBH1MKD1]",418.14,VERIFIED_CANONICAL,Tier 1: ASIN Match,Tunnel in the Sky,Robert A. Heinlein,B0FBH1MKD1,Heinlein's Juveniles #9
"Defiance of the Fall, Book 10 [B0C78G69ZW]","JF Brink TheFirstDefier\Defiance of the Fall #10\Defiance of the Fall, Book 10 [B0C78G69ZW]",1095.61,VERIFIED_CANONICAL,Tier 1: ASIN Match,"Defiance of the Fall, Book 10","TheFirstDefier, JF Brink",B0C78G69ZW,Defiance of the Fall #10
Defiance of the Fall 9 [B0BXTC9MMP],JF Brink TheFirstDefier\Defiance of the Fall #9\Defiance of the Fall 9 [B0BXTC9MMP],1211.27,VERIFIED_CANONICAL,Tier 1: ASIN Match,Defiance of the Fall 9,"TheFirstDefier, JF Brink",B0BXTC9MMP,Defiance of the Fall #9
Defiance of the Fall 8 [B0BRDBWDQL],JF Brink TheFirstDefier\Defiance of the Fall #8\Defiance of the Fall 8 [B0BRDBWDQL],1287.57,VERIFIED_CANONICAL,Tier 1: ASIN Match,Defiance of the Fall 8,"TheFirstDefier, JF Brink",B0BRDBWDQL,Defiance of the Fall #8
"Defiance of the Fall 7 - Defiance of the Fall, Book 7 [B0BHJM2G38]","JF Brink TheFirstDefier\Defiance of the Fall #7\Defiance of the Fall 7 - Defiance of the Fall, Book 7 [B0BHJM2G38]",1288.48,VERIFIED_CANONICAL,Tier 1: ASIN Match,Defiance of the Fall 7,"TheFirstDefier, JF Brink",B0BHJM2G38,Defiance of the Fall #7
The Forest House [B0041M3DSO],Marion Zimmer-Bradley\Avalon #2\The Forest House [B0041M3DSO],487.79,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Forest House,Marion Zimmer-Bradley,B0041M3DSO,Avalon #2
"He Who Fights with Monsters 5 - A LitRPG Adventure (He Who Fights with Monsters, Book 5) [B09PSSTFP3]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #5\He Who Fights with Monsters 5 - A LitRPG Adventure (He Who Fights with Monsters, Book 5) [B09PSSTFP3]",1108.2,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 5,"Shirtaloon, Travis Deverell",B09PSSTFP3,He Who Fights with Monsters #5
"He Who Fights with Monsters 10 - A LitRPG Adventure (He Who Fights with Monsters, Book 10) [B0C1PV6Q7C]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #10\He Who Fights with Monsters 10 - A LitRPG Adventure (He Who Fights with Monsters, Book 10) [B0C1PV6Q7C]",1396.51,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 10,"Shirtaloon, Travis Deverell",B0C1PV6Q7C,He Who Fights with Monsters #10
"He Who Fights with Monsters 4 - A LitRPG Adventure (He Who Fights with Monsters, Book 4) [B09GHD1R2R]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #4\He Who Fights with Monsters 4 - A LitRPG Adventure (He Who Fights with Monsters, Book 4) [B09GHD1R2R]",1231.62,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 4,"Shirtaloon, Travis Deverell",B09GHD1R2R,He Who Fights with Monsters #4
"He Who Fights with Monsters 8 - A LitRPG Adventure (He Who Fights with Monsters, Book 8) [B0BDMQN3S8]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #8\He Who Fights with Monsters 8 - A LitRPG Adventure (He Who Fights with Monsters, Book 8) [B0BDMQN3S8]",1005.18,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 8,"Shirtaloon, Travis Deverell",B0BDMQN3S8,He Who Fights with Monsters #8
"He Who Fights with Monsters 2 - A LitRPG Adventure (He Who Fights with Monsters, Book 2) [1774249162]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #2\He Who Fights with Monsters 2 - A LitRPG Adventure (He Who Fights with Monsters, Book 2) [1774249162]",1231.46,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 2,"Shirtaloon, Travis Deverell",1774249162,He Who Fights with Monsters #2
"He Who Fights with Monsters 9 - A LitRPG Adventure (He Who Fights with Monsters, Book 9) [B0BMCNHHWN]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #9\He Who Fights with Monsters 9 - A LitRPG Adventure (He Who Fights with Monsters, Book 9) [B0BMCNHHWN]",1546.16,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 9,"Shirtaloon, Travis Deverell",B0BMCNHHWN,He Who Fights with Monsters #9
"He Who Fights with Monsters 6 - A LitRPG Adventure (He Who Fights with Monsters, Book 6) [B09WB2V33H]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #6\He Who Fights with Monsters 6 - A LitRPG Adventure (He Who Fights with Monsters, Book 6) [B09WB2V33H]",872.83,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 6,"Shirtaloon, Travis Deverell",B09WB2V33H,He Who Fights with Monsters #6
"He Who Fights with Monsters 3 - A LitRPG Adventure (He Who Fights with Monsters, Book 3) [1039400205]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #3\He Who Fights with Monsters 3 - A LitRPG Adventure (He Who Fights with Monsters, Book 3) [1039400205]",1360.24,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 3,"Shirtaloon, Travis Deverell",1039400205,He Who Fights with Monsters #3
"He Who Fights with Monsters 7 - A LitRPG Adventure (He Who Fights with Monsters, Book 7) [B0B5HY4BM7]","Shirtaloon, Travis Deverell\He Who Fights with Monsters #7\He Who Fights with Monsters 7 - A LitRPG Adventure (He Who Fights with Monsters, Book 7) [B0B5HY4BM7]",1030.68,VERIFIED_CANONICAL,Tier 1: ASIN Match,He Who Fights with Monsters 7,"Shirtaloon, Travis Deverell",B0B5HY4BM7,He Who Fights with Monsters #7
The Hitchhiker's Guide to the Galaxy - Robbie Stamp Interview (040605) [B002V0M4EC],Robbie Stamp\The Hitchhiker's Guide To The Galaxy\The Hitchhiker's Guide to the Galaxy - Robbie Stamp Interview (040605) [B002V0M4EC],945.06,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Hitchhiker's Guide to the Galaxy,Robbie Stamp,B002V0M4EC,The Hitchhiker's Guide To The Galaxy
Batman - Death of the Family,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Batman - Death of the Family",97.44,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Batman - Death of the Family,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Batman - Lazarus Syndrome,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Batman - Lazarus Syndrome",38.76,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Batman - Lazarus Syndrome,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Batman - The Long Halloween,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Batman - The Long Halloween",107.99,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Batman - The Long Halloween,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Enemies and allies Batman Superman,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Enemies and allies Batman Superman",607.75,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Enemies and allies Batman Superman,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
JLA Exterminators 2004,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\JLA Exterminators 2004",587.42,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,JLA Exterminators 2004,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Judge Dredd #1_Wanted Dredd Or Alive,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Judge Dredd #1_Wanted Dredd Or Alive",58.1,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Judge Dredd #1_Wanted Dredd Or Alive,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Judge Dredd #2_Death Trap,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Judge Dredd #2_Death Trap",57.74,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Judge Dredd #2_Death Trap,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
superman - Doomsday and Beyond,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\superman - Doomsday and Beyond",143.76,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,superman - Doomsday and Beyond,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Superman - It's Superman! (2005),"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Superman - It's Superman! (2005)",808.82,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Superman - It's Superman! (2005),"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Superman - Never ending battle,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Superman - Never ending battle",537.43,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Superman - Never ending battle,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Superman - Red Son,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\Superman - Red Son",57.0,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Superman - Red Son,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
The Flash - Stop Motion,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection\The Flash - Stop Motion",524.99,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,The Flash - Stop Motion,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection
Guardians of the Galaxy - Rocket Raccoon and Groot Steal the Galaxy,"Dc, MARVEL - GraphicAudio Collection\MARVEL Comics - GraphicAudio Collection\Guardians of the Galaxy - Rocket Raccoon and Groot Steal the Galaxy",742.86,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Guardians of the Galaxy - Rocket Raccoon and Groot Steal the Galaxy,"Dc, MARVEL - GraphicAudio Collection",,MARVEL Comics - GraphicAudio Collection
Green Lantern - Sleepers,"Dc, MARVEL - GraphicAudio Collection\DC Comics - GraphicAudio Collection #1\Green Lantern - Sleepers",525.85,VERIFIED_CANONICAL,Tier 3: Title Match,Green Lantern - Sleepers,"Dc, MARVEL - GraphicAudio Collection",,DC Comics - GraphicAudio Collection #3
"The Light of All That Falls - Licanius, Book 3 [1774241676]","James Islington\The Licanius Trilogy #3\The Light of All That Falls - Licanius, Book 3 [1774241676]",846.04,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Light of All That Falls,James Islington,1774241676,The Licanius Trilogy #3
"An Echo of Things To Come - Licanius, Book 2 [B074MJDNFC]","James Islington\The Licanius Trilogy #2\An Echo of Things To Come - Licanius, Book 2 [B074MJDNFC]",730.67,VERIFIED_CANONICAL,Tier 1: ASIN Match,An Echo of Things to Come,James Islington,B074MJDNFC,The Licanius Trilogy #2
"The Shadow of What Was Lost - Licanius, Book 1 [B00S5AAHLY]","James Islington\The Licanius Trilogy #1\The Shadow of What Was Lost - Licanius, Book 1 [B00S5AAHLY]",703.85,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Shadow of What Was Lost,James Islington,B00S5AAHLY,The Licanius Trilogy #1
"Dragon's Kin - Dragonriders of Pern, Book 16 [B002V8N9QG]","Anne McCaffrey, Todd McCaffrey\Pern Novels [publication order] #16, Dragonriders of Pern (New Series) #1\Dragon's Kin - Dragonriders of Pern, Book 16 [B002V8N9QG]",294.87,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dragon's Kin,"Anne McCaffrey, Todd McCaffrey",B002V8N9QG,"Pern Novels [publication order] #16, Pern Novels [chronological order] #3"
"Dragon's Fire - Dragonriders of Pern, Book 18 [B002V8H6XI]","Anne McCaffrey, Todd McCaffrey\Pern Novels [publication order] #18, Pern Novels [chronological order] #4\Dragon's Fire - Dragonriders of Pern, Book 18 [B002V8H6XI]",402.41,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dragon's Fire,"Anne McCaffrey, Todd McCaffrey",B002V8H6XI,"Pern Novels [publication order] #18, Pern Novels [chronological order] #4"
Rebel Mission To Ord Mantell,Brian Daley\Star Wars\Rebel Mission To Ord Mantell,28.46,VERIFIED_CANONICAL,Tier 3: Title Match,Rebel Mission To Ord Mantell,Brian Daley,,Star Wars
The Mayor of Noobtown (Unabridged) [1774240122],Ryan Rimmel\Noobtown #1\The Mayor of Noobtown (Unabridged) [1774240122],495.98,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Mayor of Noobtown,Ryan Rimmel,1774240122,Noobtown #1
IntelliQuest - The World's 100 Greatest Books,Classic Books\IntelliQuest - The World's 100 Greatest Books\IntelliQuest - The World's 100 Greatest Books,3366.77,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,IntelliQuest - The World's 100 Greatest Books,Classic Books,,IntelliQuest - The World's 100 Greatest Books
Nerilka's Story,Anne McCaffery\Collection\Nerilka's Story,75.39,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Nerilka's Story,Anne McCaffery,,Anne McCaffery (2)
Dragonsblood,Anne McCaffery\Anne McCaffery (2)\Dragonsblood,530.53,VERIFIED_CANONICAL,Tier 3: Title Match,Dragonsblood,Anne McCaffery,,Anne McCaffery (2)
Daredevil The Man Without Fear [1974980316],"Paul Crilley, Marvel\Marvel audio books\Daredevil The Man Without Fear [1974980316]",730.93,VERIFIED_CANONICAL,Tier 1: ASIN Match,Daredevil: The Man Without Fear,"Paul Crilley, Marvel",1974980316,Marvel audio books
Ms. Marvel Volume 1 No Normal,GraphicAudio\Marvel audio books\Ms. Marvel Volume 1 No Normal,233.32,VERIFIED_CANONICAL,Tier 3: Title Match,Ms. Marvel Volume 1: No Normal,GraphicAudio,,Marvel audio books
Spider-Man - Drowned In Thunder,GraphicAudio\Marvel audio books\Spider-Man - Drowned In Thunder,581.68,VERIFIED_CANONICAL,Tier 3: Title Match,Spider-Man - Drowned In Thunder,GraphicAudio,,Marvel audio books
Marvel's Avengers Vs. X-Men,GraphicAudio\Marvel audio books\Marvel's Avengers Vs. X-Men,524.0,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Marvel's Avengers Vs. X-Men,GraphicAudio,,Marvel audio books
"Mark of the Founder A litRPG Saga Beastborne, Book 1 (Unabridged) - Beastborne, Book 1 [1774247291]","James T. Callum\Beastborne #1\Mark of the Founder A litRPG Saga Beastborne, Book 1 (Unabridged) - Beastborne, Book 1 [1774247291]",807.07,VERIFIED_CANONICAL,Tier 1: ASIN Match,Mark of the Founder: A litRPG Saga,James T. Callum,1774247291,Beastborne #1
"The Eternal Empire - 13th Paladin, Book 7 [B0B6Y9N7L4]","Torsten Weitze, Tim Casey - translator\The 13th Paladin #7\The Eternal Empire - 13th Paladin, Book 7 [B0B6Y9N7L4]",1062.23,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Eternal Empire,"Torsten Weitze, Tim Casey - translator",B0B6Y9N7L4,The 13th Paladin #7
"The Forest of Ire - 13th Paladin, Volume IX [B0BLFWBB71]","Torsten Weitze, Tim Casey - translator\The 13th Paladin #9\The Forest of Ire - 13th Paladin, Volume IX [B0BLFWBB71]",1264.45,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Forest of Ire,"Torsten Weitze, Tim Casey - translator",B0BLFWBB71,The 13th Paladin #9
"The Isles of the Cutlass Sea - 13th Paladin Series, Book 5 [1705284744]","Torsten Weitze, Tim Casey - translator\The 13th Paladin #5\The Isles of the Cutlass Sea - 13th Paladin Series, Book 5 [1705284744]",975.29,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Isles of the Cutlass Sea,"Torsten Weitze, Tim Casey - translator",1705284744,The 13th Paladin #5
The 13th Paladin Boxed Set [B09R52QXV8],"Torsten Weitze, Tim Casey - translator\The 13th Paladin #1\The 13th Paladin Boxed Set [B09R52QXV8]",1205.46,VERIFIED_CANONICAL,Tier 1: ASIN Match,The 13th Paladin Boxed Set,"Torsten Weitze, Tim Casey - translator",B09R52QXV8,The 13th Paladin #1
"The Sleeping Mother - 13th Paladin Series, Book 4 [1705284728]","Torsten Weitze, Tim Casey - translator\The 13th Paladin #4\The Sleeping Mother - 13th Paladin Series, Book 4 [1705284728]",919.91,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Sleeping Mother,"Torsten Weitze, Tim Casey - translator",1705284728,The 13th Paladin #4
The Battle for Hjalgar [B0B3KXZP1B],"Torsten Weitze, Tim Casey - translator\The 13th Paladin #6\The Battle for Hjalgar [B0B3KXZP1B]",1021.57,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Battle for Hjalgar,"Torsten Weitze, Tim Casey - translator",B0B3KXZP1B,The 13th Paladin #6
"The Lightning Thief - Percy Jackson and the Olympians, Book 1 [B002V0JZOO]","Rick Riordan\Percy Jackson and the Olympians #1\The Lightning Thief - Percy Jackson and the Olympians, Book 1 [B002V0JZOO]",276.24,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Lightning Thief,Rick Riordan,B002V0JZOO,Percy Jackson and the Olympians #1
"The Sea of Monsters - Percy Jackson and the Olympians, Book 2 [B002V0Q70E]","Rick Riordan\Percy Jackson and the Olympians #2\The Sea of Monsters - Percy Jackson and the Olympians, Book 2 [B002V0Q70E]",218.61,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Sea of Monsters,Rick Riordan,B002V0Q70E,Percy Jackson and the Olympians #2
"The Battle of the Labyrinth - Percy Jackson and the Olympians, Book 4 [B002V8L8KU]","Rick Riordan\Percy Jackson and the Olympians #4\The Battle of the Labyrinth - Percy Jackson and the Olympians, Book 4 [B002V8L8KU]",550.72,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Battle of the Labyrinth,Rick Riordan,B002V8L8KU,Percy Jackson and the Olympians #4
"The Titan's Curse - Percy Jackson and the Olympians, Book 3 [B002UZZDI2]","Rick Riordan\Percy Jackson and the Olympians #3\The Titan's Curse - Percy Jackson and the Olympians, Book 3 [B002UZZDI2]",242.67,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Titan's Curse,Rick Riordan,B002UZZDI2,Percy Jackson and the Olympians #3
